strategy,best_cost,n_inter_pso,n_particles,n_processes_pso,c1,c2,w,training_time,testing_time,train_accuracy,train_precision_0,train_precision_1,train_recall_0,train_recall_1,train_f1_0,train_f1_1,train_mcc,train_support_0,train_support_1,train_support,train_macro_avg_precision,train_macro_avg_recall,train_macro_avg_f1,train_weighted_avg_precision,train_weighted_avg_recall,train_weighted_avg_f1,test_accuracy,test_precision_0,test_precision_1,test_recall_0,test_recall_1,test_f1_0,test_f1_1,test_mcc,test_support_0,test_support_1,test_support,test_macro_avg_precision,test_macro_avg_recall,test_macro_avg_f1,test_weighted_avg_precision,test_weighted_avg_recall,test_weighted_avg_f1
EnsembleStrategy.weight_voting_hard,0.09212222225,100.0,10.0,60.0,0.7885833333333334,0.7256666666666667,0.6833333333333332,12216110.75,1354.5833333333333,0.9999972222500001,0.9999944448333333,1.0,1.0,0.9999944444166666,0.9999972223333334,0.9999972221666668,0.9999944446666666,15000.0,15000.0,30000.0,0.9999972224166666,0.9999972222500001,0.9999972222500001,0.9999972224166666,0.9999972222500001,0.9999972222500001,0.9113833333333333,0.8860752286666668,0.9402596618333332,0.9441666666666667,0.8785999999999999,0.9141953371666668,0.9083798947499999,0.8245488147499999,5000.0,5000.0,10000.0,0.9131674451666667,0.9113833333333333,0.9112876161666668,0.9131674451666667,0.9113833333333333,0.9112876161666668
EnsembleStrategy.weight_voting_soft,0.08546666677777777,100.0,10.0,60.0,0.7944444444444443,0.7578888888888891,0.852111111111111,12152903.333333334,1101.888888888889,0.9999814816666669,0.9999925931111111,0.9999703724444444,0.999970370222222,0.9999925925555555,0.9999814813333335,0.999981482,0.9999629644444443,15000.0,15000.0,30000.0,0.9999814827777777,0.9999814816666669,0.9999814816666669,0.9999814827777777,0.9999814816666669,0.9999814816666669,0.9113888888888888,0.8902691227777777,0.9356662746666667,0.9387777777777777,0.8840000000000001,0.913708814888889,0.9089018665555556,0.824354635777778,5000.0,5000.0,10000.0,0.9129676987777776,0.9113888888888888,0.9113053406666667,0.9129676987777776,0.9113888888888888,0.9113053406666667
w_strategy,best_cost,n_inter_pso,n_particles,n_processes_pso,c1,c2,w,training_time,testing_time,train_accuracy,train_precision_0,train_precision_1,train_recall_0,train_recall_1,train_f1_0,train_f1_1,train_mcc,train_support_0,train_support_1,train_support,train_macro_avg_precision,train_macro_avg_recall,train_macro_avg_f1,train_weighted_avg_precision,train_weighted_avg_recall,train_weighted_avg_f1,test_accuracy,test_precision_0,test_precision_1,test_recall_0,test_recall_1,test_f1_0,test_f1_1,test_mcc,test_support_0,test_support_1,test_support,test_macro_avg_precision,test_macro_avg_recall,test_macro_avg_f1,test_weighted_avg_precision,test_weighted_avg_recall,test_weighted_avg_f1
exp_decay,0.0881288889666667,100.0,10.0,60.0,0.7921,0.745,0.7845999999999999,12178186.3,1202.9666666666667,0.9999877778999998,0.9999933337999998,0.9999822234666667,0.9999822221333334,0.9999933333000002,0.9999877777333331,0.9999877780666665,0.9999755565333336,15000.0,15000.0,30000.0,0.9999877786333331,0.9999877778999998,0.9999877778999998,0.9999877786333331,0.9999877778999998,0.9999877778999998,0.9113866666666669,0.8885915651333333,0.9375036295333332,0.9409333333333336,0.88184,0.9139034238,0.9086930778333334,0.8244323073666666,5000.0,5000.0,10000.0,0.9130475973333334,0.9113866666666669,0.9112982508666666,0.9130475973333334,0.9113866666666669,0.9112982508666666
c1_strategy,best_cost,n_inter_pso,n_particles,n_processes_pso,c1,c2,w,training_time,testing_time,train_accuracy,train_precision_0,train_precision_1,train_recall_0,train_recall_1,train_f1_0,train_f1_1,train_mcc,train_support_0,train_support_1,train_support,train_macro_avg_precision,train_macro_avg_recall,train_macro_avg_f1,train_weighted_avg_precision,train_weighted_avg_recall,train_weighted_avg_f1,test_accuracy,test_precision_0,test_precision_1,test_recall_0,test_recall_1,test_f1_0,test_f1_1,test_mcc,test_support_0,test_support_1,test_support,test_macro_avg_precision,test_macro_avg_recall,test_macro_avg_f1,test_weighted_avg_precision,test_weighted_avg_recall,test_weighted_avg_f1
exp_decay,0.0881288889666667,100.0,10.0,60.0,0.7921,0.745,0.7845999999999999,12178186.3,1202.9666666666667,0.9999877778999998,0.9999933337999998,0.9999822234666667,0.9999822221333334,0.9999933333000002,0.9999877777333331,0.9999877780666665,0.9999755565333336,15000.0,15000.0,30000.0,0.9999877786333331,0.9999877778999998,0.9999877778999998,0.9999877786333331,0.9999877778999998,0.9999877778999998,0.9113866666666669,0.8885915651333333,0.9375036295333332,0.9409333333333336,0.88184,0.9139034238,0.9086930778333334,0.8244323073666666,5000.0,5000.0,10000.0,0.9130475973333334,0.9113866666666669,0.9112982508666666,0.9130475973333334,0.9113866666666669,0.9112982508666666
c2_strategy,best_cost,n_inter_pso,n_particles,n_processes_pso,c1,c2,w,training_time,testing_time,train_accuracy,train_precision_0,train_precision_1,train_recall_0,train_recall_1,train_f1_0,train_f1_1,train_mcc,train_support_0,train_support_1,train_support,train_macro_avg_precision,train_macro_avg_recall,train_macro_avg_f1,train_weighted_avg_precision,train_weighted_avg_recall,train_weighted_avg_f1,test_accuracy,test_precision_0,test_precision_1,test_recall_0,test_recall_1,test_f1_0,test_f1_1,test_mcc,test_support_0,test_support_1,test_support,test_macro_avg_precision,test_macro_avg_recall,test_macro_avg_f1,test_weighted_avg_precision,test_weighted_avg_recall,test_weighted_avg_f1
exp_decay,0.08758095238095238,100.0,10.0,60.0,0.7925238095238095,0.7096666666666667,0.7839047619047619,12175755.857142856,1207.857142857143,0.9999873017142858,1.0,0.9999746049523809,0.9999746030476191,1.0,0.9999873013333334,0.9999873020952382,0.9999746041904761,15000.0,15000.0,30000.0,0.9999873024761903,0.9999873017142858,0.9999873017142858,0.9999873024761903,0.9999873017142858,0.9999873017142858,0.9112333333333333,0.8900833666666667,0.935425325047619,0.9386190476190477,0.8838476190476191,0.9135641232857142,0.9087409097142858,0.8239859249523811,5000.0,5000.0,10000.0,0.9127543458571429,0.9112333333333333,0.9111525164761903,0.9127543458571429,0.9112333333333333,0.9111525164761903
nonlin_mod,0.08940740766666666,100.0,10.0,60.0,0.791111111111111,0.8274444444444443,0.786222222222222,12183857.333333334,1191.5555555555557,0.999988889,0.9999777793333333,1.0,1.0,0.9999777776666667,0.9999888893333334,0.9999888886666667,0.9999777786666666,15000.0,15000.0,30000.0,0.9999888896666668,0.999988889,0.999988889,0.9999888896666668,0.999988889,0.999988889,0.9117444444444445,0.8851106948888888,0.9423530066666667,0.9463333333333332,0.8771555555555557,0.9146951249999999,0.9085814701111112,0.8254738663333333,5000.0,5000.0,10000.0,0.9137318507777779,0.9117444444444445,0.9116382977777777,0.9137318507777779,0.9117444444444445,0.9116382977777777
estimators,best_cost,n_inter_pso,n_particles,n_processes_pso,c1,c2,w,training_time,testing_time,train_accuracy,train_precision_0,train_precision_1,train_recall_0,train_recall_1,train_f1_0,train_f1_1,train_mcc,train_support_0,train_support_1,train_support,train_macro_avg_precision,train_macro_avg_recall,train_macro_avg_f1,train_weighted_avg_precision,train_weighted_avg_recall,train_weighted_avg_f1,test_accuracy,test_precision_0,test_precision_1,test_recall_0,test_recall_1,test_f1_0,test_f1_1,test_mcc,test_support_0,test_support_1,test_support,test_macro_avg_precision,test_macro_avg_recall,test_macro_avg_f1,test_weighted_avg_precision,test_weighted_avg_recall,test_weighted_avg_f1
"[SGDClassifier(class_weight='balanced', eta0=0.8102054986375052,
              learning_rate='constant', loss='modified_huber', penalty=None), WrapperForPAC(class_weight='balanced'), WrapperForLinearSVC(class_weight='balanced'), RandomForestClassifier(class_weight='balanced', criterion='entropy'), BernoulliNB(alpha=0.10460371036792848, binarize=0.042937660594707605), MultinomialNB(alpha=0.138110891026767), LogisticRegression(class_weight='balanced', max_iter=125, solver='saga')]",0.08499999999999999,100.0,10.0,60.0,0.7865,0.8070999999999999,0.7493,18175654.9,1755.7,0.9999800002000001,0.9999866676,0.9999733352,0.9999733332,0.9999866665999999,0.9999800000000001,0.9999800003999999,0.9999600016000001,15000.0,15000.0,30000.0,0.9999800014,0.9999800002000001,0.9999800002000001,0.9999800014,0.9999800002000001,0.9999800002000001,0.9097000000000002,0.8945929217000002,0.9268418840999999,0.9292399999999998,0.8901600000000001,0.9113874813999999,0.9079027989999998,0.8204163366999999,5000.0,5000.0,10000.0,0.9107174031999999,0.9097000000000002,0.9096451400000001,0.9107174031999999,0.9097000000000002,0.9096451400000001
