algorithm,features,training_time,testing_time,best_estimator,train_accuracy,train_precision_0,train_precision_1,train_recall_0,train_recall_1,train_f1_0,train_f1_1,train_mcc,train_support_0,train_support_1,train_support,train_macro_avg_precision,train_macro_avg_recall,train_macro_avg_f1,train_weighted_avg_precision,train_weighted_avg_recall,train_weighted_avg_f1,test_accuracy,test_precision_0,test_precision_1,test_recall_0,test_recall_1,test_f1_0,test_f1_1,test_mcc,test_support_0,test_support_1,test_support,test_macro_avg_precision,test_macro_avg_recall,test_macro_avg_f1,test_weighted_avg_precision,test_weighted_avg_recall,test_weighted_avg_f1
SGDClassifier,tfidf,567,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.913,0.881418545,0.950283471,0.9544,0.8716,0.916458613,0.909242646,0.828846105,5000,5000,10000,0.915851008,0.913,0.912850629,0.915851008,0.913,0.912850629
SGDClassifier,tfidf,621,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9104,0.880846325,0.944926279,0.9492,0.8716,0.913746631,0.906783188,0.823282548,5000,5000,10000,0.912886302,0.9104,0.910264909,0.912886302,0.9104,0.910264909
SGDClassifier,tfidf,546,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9102,0.879814815,0.945869565,0.9502,0.8702,0.913653846,0.906458333,0.823037949,5000,5000,10000,0.91284219,0.9102,0.91005609,0.91284219,0.9102,0.91005609
SGDClassifier,tfidf,554,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9081,0.875022974,0.947576223,0.9522,0.864,0.911981611,0.903860236,0.819393351,5000,5000,10000,0.911299598,0.9081,0.907920924,0.911299598,0.9081,0.907920924
SGDClassifier,tfidf,573,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9127,0.884192888,0.945776626,0.9498,0.8756,0.915822968,0.90933638,0.827681603,5000,5000,10000,0.914984757,0.9127,0.912579674,0.914984757,0.9127,0.912579674
SGDClassifier,tfidf,556,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9081,0.87447238,0.948362997,0.953,0.8632,0.912049,0.903779709,0.819510973,5000,5000,10000,0.911417689,0.9081,0.907914354,0.911417689,0.9081,0.907914354
SGDClassifier,tfidf,556,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9069,0.87529976,0.944310985,0.949,0.8648,0.910661165,0.902808226,0.816700205,5000,5000,10000,0.909805373,0.9069,0.906734696,0.909805373,0.9069,0.906734696
SGDClassifier,tfidf,569,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9077,0.876315304,0.944795985,0.9494,0.866,0.911394835,0.903683606,0.818250661,5000,5000,10000,0.910555644,0.9077,0.907539221,0.910555644,0.9077,0.907539221
SGDClassifier,tfidf,575,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9105,0.880585945,0.94551769,0.9498,0.8712,0.913884345,0.906838763,0.823547864,5000,5000,10000,0.913051818,0.9105,0.910361554,0.913051818,0.9105,0.910361554
SGDClassifier,tfidf,573,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.911,0.882966828,0.943461372,0.9476,0.8744,0.914142389,0.90761885,0.824211126,5000,5000,10000,0.9132141,0.911,0.910880619,0.9132141,0.911,0.910880619
SGDClassifier,tfidf,540,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9109,0.87759603,0.950647072,0.955,0.8668,0.914663346,0.906789413,0.825015261,5000,5000,10000,0.914121551,0.9109,0.91072638,0.914121551,0.9109,0.91072638
SGDClassifier,tfidf,562,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9117,0.879027803,0.950536222,0.9548,0.8686,0.91534848,0.907722855,0.826476266,5000,5000,10000,0.914782013,0.9117,0.911535668,0.914782013,0.9117,0.911535668
SGDClassifier,tfidf,540,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9096,0.882517744,0.940809298,0.945,0.8742,0.912690748,0.906282397,0.821260929,5000,5000,10000,0.911663521,0.9096,0.909486572,0.911663521,0.9096,0.909486572
SGDClassifier,tfidf,564,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9126,0.882037037,0.948478261,0.9526,0.8726,0.915961538,0.908958333,0.827853383,5000,5000,10000,0.915257649,0.9126,0.912459936,0.915257649,0.9126,0.912459936
SGDClassifier,tfidf,610,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9113,0.881469115,0.946192233,0.9504,0.8722,0.914637667,0.907690707,0.825126793,5000,5000,10000,0.913830674,0.9113,0.911164187,0.913830674,0.9113,0.911164187
SGDClassifier,tfidf,535,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9086,0.879598662,0.942399307,0.9468,0.8704,0.911963013,0.904969848,0.819595474,5000,5000,10000,0.910998985,0.9086,0.908466431,0.910998985,0.9086,0.908466431
SGDClassifier,tfidf,545,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9097,0.87998516,0.944456498,0.9488,0.8706,0.913097873,0.906025601,0.821916964,5000,5000,10000,0.912220829,0.9097,0.909561737,0.912220829,0.9097,0.909561737
SGDClassifier,tfidf,537,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9104,0.880422692,0.945505862,0.9498,0.871,0.913796421,0.906724964,0.823360284,5000,5000,10000,0.912964277,0.9104,0.910260692,0.912964277,0.9104,0.910260692
SGDClassifier,tfidf,569,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9085,0.881704354,0.939341794,0.9436,0.8734,0.911602744,0.90517152,0.819020576,5000,5000,10000,0.910523074,0.9085,0.908387132,0.910523074,0.9085,0.908387132
SGDClassifier,tfidf,547,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9111,0.884133807,0.942138094,0.9462,0.876,0.914114578,0.9078661,0.824233436,5000,5000,10000,0.91313595,0.9111,0.910990339,0.91313595,0.9111,0.910990339
SGDClassifier,tfidf,559,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9117,0.882265552,0.946045504,0.9502,0.8732,0.914973519,0.908164327,0.825851878,5000,5000,10000,0.914155528,0.9117,0.911568923,0.914155528,0.9117,0.911568923
SGDClassifier,tfidf,581,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9112,0.882440476,0.944636678,0.9488,0.8736,0.914417887,0.907730673,0.824735262,5000,5000,10000,0.913538577,0.9112,0.91107428,0.913538577,0.9112,0.91107428
SGDClassifier,tfidf,555,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9092,0.881005587,0.941900648,0.9462,0.8722,0.91243973,0.905711319,0.820650024,5000,5000,10000,0.911453117,0.9092,0.909075524,0.911453117,0.9092,0.909075524
SGDClassifier,tfidf,651,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9119,0.881318274,0.947814742,0.952,0.8718,0.915296606,0.908219606,0.826462207,5000,5000,10000,0.914566508,0.9119,0.911758106,0.914566508,0.9119,0.911758106
SGDClassifier,tfidf,620,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9102,0.881368538,0.943747296,0.948,0.8724,0.913470804,0.90667221,0.822754538,5000,5000,10000,0.912557917,0.9102,0.910071507,0.912557917,0.9102,0.910071507
SGDClassifier,tfidf,626,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9089,0.882078116,0.939771994,0.944,0.8738,0.91198918,0.905586071,0.819822554,5000,5000,10000,0.910925055,0.9089,0.908787625,0.910925055,0.9089,0.908787625
SGDClassifier,tfidf,852,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.915,0.885115071,0.94991327,0.9538,0.8762,0.918174817,0.911568872,0.832510374,5000,5000,10000,0.91751417,0.915,0.914871845,0.91751417,0.915,0.914871845
SGDClassifier,tfidf,639,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9059,0.876042246,0.940908103,0.9456,0.8662,0.909493123,0.902009789,0.814371103,5000,5000,10000,0.908475175,0.9059,0.905751456,0.908475175,0.9059,0.905751456
SGDClassifier,tfidf,557,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9092,0.879169755,0.944396177,0.9488,0.8696,0.912658715,0.90545606,0.820978903,5000,5000,10000,0.911782966,0.9092,0.909057387,0.911782966,0.9092,0.909057387
SGDClassifier,tfidf,567,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9068,0.875970425,0.943137255,0.9478,0.8658,0.910470701,0.902815433,0.816349195,5000,5000,10000,0.90955384,0.9068,0.906643067,0.90955384,0.9068,0.906643067
SGDClassifier,tfidf,532,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9102,0.877855564,0.948600175,0.953,0.8674,0.913885692,0.906184705,0.823422302,5000,5000,10000,0.913227869,0.9102,0.910035199,0.913227869,0.9102,0.910035199
SGDClassifier,tfidf,522,1,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9133,0.887202548,0.943169633,0.947,0.8796,0.916126536,0.910276312,0.828483944,5000,5000,10000,0.915186091,0.9133,0.913201424,0.915186091,0.9133,0.913201424
SGDClassifier,tfidf,539,0,,0.999966667,0.999933338,1,1,0.999933333,0.999966668,0.999966666,0.999933336,15000,15000,30000,0.999966669,0.999966667,0.999966667,0.999966669,0.999966667,0.999966667,0.914,0.884187082,0.948829141,0.9528,0.8752,0.917212168,0.910528506,0.830504325,5000,5000,10000,0.916508112,0.914,0.913870337,0.916508112,0.914,0.913870337
SGDClassifier,tfidf,531,0,,1,1,1,1,1,1,1,1,15000,15000,30000,1,1,1,1,1,1,0.9101,0.879933296,0.945470345,0.9498,0.8704,0.91353275,0.906383422,0.822797707,5000,5000,10000,0.912701821,0.9101,0.909958086,0.912701821,0.9101,0.909958086
